index,customer_id,age,gender,annual_income,purchase_amount,purchase_date
4684,970,18.0,Male,118873.0,751.89,2023-10-16 19:16:58+03:00
1833,381,23.0,Female,67454.0,873.59,2023-10-16 19:16:58+03:00
3462,715,19.0,Female,50905.0,643.47,2023-10-16 19:16:58+03:00
1071,220,39.0,Male,119506.0,411.19,2023-10-16 19:16:58+03:00
5416,1125,63.0,Male,91860.0,861.98,2023-10-16 19:16:58+03:00
5419,1125,63.0,Male,91860.0,431.51,2023-10-16 19:16:58+03:00
1307,270,60.0,Male,46348.0,91.61,2023-10-16 19:16:58+03:00
5610,1160,34.0,Female,122384.0,25.95,2023-10-16 19:16:58+03:00
5507,1143,40.0,Male,42510.0,826.55,2023-10-16 19:16:58+03:00
5730,1187,25.0,Female,77291.0,377.37,2023-10-16 19:16:58+03:00
5681,1176,60.0,Male,112859.0,284.23,2023-10-16 19:16:58+03:00
8731,1785,32.0,Female,110317.0,555.11,2023-10-16 19:16:58+03:00
8968,1832,39.0,Female,81257.0,951.57,2023-10-16 19:16:58+03:00
4090,844,24.0,Male,48054.0,875.1,2023-10-16 19:16:58+03:00
5087,1056,31.0,Female,44603.0,831.29,2023-10-16 19:16:58+03:00
2843,581,26.0,Male,93452.0,1033.85,2023-10-17 19:16:58+03:00
2547,521,38.0,Female,67059.0,251.23,2023-10-17 19:16:58+03:00
5692,1178,28.0,Female,98240.0,129.9,2023-10-17 19:16:58+03:00
9136,1864,70.0,Female,61342.0,643.96,2023-10-17 19:16:58+03:00
2103,437,18.0,Male,69921.0,737.39,2023-10-17 19:16:58+03:00
6612,1362,24.0,Female,127439.0,429.04,2023-10-17 19:16:58+03:00
6643,1368,33.0,Female,72761.0,668.43,2023-10-17 19:16:58+03:00
2321,474,19.0,Female,41990.0,320.5,2023-10-17 19:16:58+03:00
8296,1695,35.0,Male,90852.0,467.79,2023-10-17 19:16:58+03:00
3222,665,37.0,Male,119939.0,989.04,2023-10-17 19:16:58+03:00
4049,835,19.0,Female,48326.0,793.73,2023-10-17 19:16:58+03:00
8126,1660,25.0,Male,96557.0,565.0,2023-10-17 19:16:58+03:00
9490,1939,20.0,Female,55873.0,395.37,2023-10-17 19:16:58+03:00
4462,928,29.0,Female,103104.0,438.15,2023-10-17 19:16:58+03:00
8766,1791,18.0,Female,121144.0,916.26,2023-10-17 19:16:58+03:00
7405,1523,37.0,Male,114841.0,958.71,2023-10-17 19:16:58+03:00
2449,501,20.0,Female,47478.0,74.74,2023-10-17 19:16:58+03:00
4333,892,31.0,Female,73682.0,229.64,2023-10-17 19:16:58+03:00
5695,1178,28.0,Female,98240.0,733.5,2023-10-17 19:16:58+03:00
792,169,37.0,Male,127894.0,340.5,2023-10-17 19:16:58+03:00
7186,1471,66.0,Male,104421.0,438.98,2023-10-17 19:16:58+03:00
1423,294,31.0,Male,82479.0,692.81,2023-10-17 19:16:58+03:00
7074,1452,21.0,Male,65766.0,315.53,2023-10-17 19:16:58+03:00
4895,1015,30.0,Female,94510.0,555.16,2023-10-17 19:16:58+03:00
8237,1683,27.0,Male,99159.0,1172.63,2023-10-17 19:16:58+03:00
2485,507,30.0,Male,64320.0,912.73,2023-10-17 19:16:58+03:00
5981,1238,24.0,Male,56541.0,772.43,2023-10-17 19:16:58+03:00
7692,1577,24.0,Male,62813.0,689.02,2023-10-17 19:16:58+03:00
4039,833,54.0,Female,89396.0,706.76,2023-10-17 19:16:58+03:00
1487,310,72.0,Female,31448.0,916.01,2023-10-17 19:16:58+03:00
5300,1100,59.0,Male,96095.0,1027.33,2023-10-18 19:16:58+03:00
2153,445,30.0,Female,86400.0,1087.52,2023-10-18 19:16:58+03:00
7984,1633,21.0,Female,68738.0,800.9,2023-10-18 19:16:58+03:00
4819,1000,20.0,Female,109339.0,1191.95,2023-10-18 19:16:58+03:00
2710,557,26.0,Female,64253.0,326.53,2023-10-18 19:16:58+03:00
2731,562,65.0,Female,73954.0,38.46,2023-10-18 19:16:58+03:00
8925,1822,32.0,Female,106574.0,318.79,2023-10-18 19:16:58+03:00
765,161,59.0,Female,67843.0,219.32,2023-10-18 19:16:58+03:00
3610,746,37.0,Female,115020.0,572.34,2023-10-18 19:16:58+03:00
1838,381,23.0,Female,67454.0,338.86,2023-10-18 19:16:58+03:00
8629,1762,40.0,Male,113268.0,7.74,2023-10-18 19:16:58+03:00
4975,1032,23.0,Female,47536.0,214.71,2023-10-18 19:16:58+03:00
5924,1225,19.0,Female,47334.0,937.95,2023-10-18 19:16:58+03:00
9335,1908,79.0,Female,98218.0,507.43,2023-10-18 19:16:58+03:00
4525,941,49.0,Male,121482.0,973.06,2023-10-18 19:16:58+03:00
8208,1674,22.0,Male,37030.0,225.8,2023-10-18 19:16:58+03:00
8220,1677,20.0,Male,56009.0,475.95,2023-10-18 19:16:58+03:00
7435,1528,41.0,Male,67212.0,149.64,2023-10-18 19:16:58+03:00
6181,1275,22.0,Female,30262.0,293.69,2023-10-18 19:16:58+03:00
1990,414,18.0,Male,56465.0,251.72,2023-10-18 19:16:58+03:00
8837,1800,48.0,Female,121544.0,1031.41,2023-10-18 19:16:58+03:00
71,16,25.0,Female,110447.0,1122.99,2023-10-18 19:16:58+03:00
3133,647,19.0,Male,46010.0,751.5,2023-10-18 19:16:58+03:00
8146,1663,23.0,Female,34464.0,116.47,2023-10-18 19:16:58+03:00
1791,372,24.0,Female,50959.0,284.3,2023-10-18 19:16:58+03:00
2337,477,19.0,Male,43960.0,15.99,2023-10-18 19:16:58+03:00
6097,1258,62.0,Male,37743.0,129.2,2023-10-18 19:16:58+03:00
1259,255,40.0,Female,75551.0,58.96,2023-10-18 19:16:58+03:00
6858,1412,34.0,Female,106548.0,215.63,2023-10-18 19:16:58+03:00
6688,1378,31.0,Female,71635.0,767.75,2023-10-19 19:16:58+03:00
2273,465,64.0,Male,92926.0,722.59,2023-10-19 19:16:58+03:00
3288,676,41.0,Female,94954.0,1068.55,2023-10-19 19:16:58+03:00
2434,496,35.0,Female,44204.0,156.59,2023-10-19 19:16:58+03:00
2437,497,54.0,Female,78898.0,245.6,2023-10-19 19:16:58+03:00
487,109,37.0,Male,124111.0,1073.68,2023-10-19 19:16:58+03:00
9336,1908,79.0,Female,98218.0,839.01,2023-10-19 19:16:58+03:00
9644,1969,78.0,Female,33367.0,873.6,2023-10-19 19:16:58+03:00
8903,1819,18.0,Female,52333.0,173.56,2023-10-19 19:16:58+03:00
137,32,38.0,Male,126028.0,569.29,2023-10-19 19:16:58+03:00
5045,1047,31.0,Female,97126.0,728.99,2023-10-19 19:16:58+03:00
5672,1175,21.0,Male,85888.0,1054.68,2023-10-19 19:16:58+03:00
9302,1902,25.0,Female,60493.0,449.04,2023-10-19 19:16:58+03:00
7966,1630,30.0,Female,84710.0,628.5,2023-10-19 19:16:58+03:00
8667,1768,79.0,Male,78952.0,611.35,2023-10-19 19:16:58+03:00
8056,1647,80.0,Female,51219.0,251.49,2023-10-19 19:16:58+03:00
6620,1363,23.0,Female,109731.0,1056.65,2023-10-19 19:16:58+03:00
6280,1301,40.0,Female,111906.0,49.75,2023-10-19 19:16:58+03:00
446,101,36.0,Female,112388.0,604.24,2023-10-19 19:16:58+03:00
2830,579,38.0,Female,122063.0,1137.86,2023-10-19 19:16:58+03:00
1157,239,52.0,Female,120843.0,29.6,2023-10-19 19:16:58+03:00
7721,1583,53.0,Male,84228.0,12.85,2023-10-19 19:16:58+03:00
415,92,36.0,Female,119384.0,986.35,2023-10-19 19:16:58+03:00
9030,1846,26.0,Female,60037.0,257.76,2023-10-19 19:16:58+03:00
1877,388,23.0,Female,89086.0,1010.0,2023-10-19 19:16:58+03:00
2686,554,29.0,Male,75200.0,288.5,2023-10-19 19:16:58+03:00
6164,1273,21.0,Female,64727.0,918.04,2023-10-19 19:16:58+03:00
1343,278,35.0,Male,77507.0,3.58,2023-10-19 19:16:58+03:00
943,201,27.0,Female,88818.0,418.35,2023-10-19 19:16:58+03:00
3533,729,42.0,Female,117764.0,571.99,2023-10-19 19:16:58+03:00
8945,1829,56.0,Female,122399.0,702.5,2023-10-20 19:16:58+03:00
1246,253,73.0,Female,122036.0,689.98,2023-10-20 19:16:58+03:00
6453,1330,34.0,Female,102294.0,780.89,2023-10-20 19:16:58+03:00
5561,1151,62.0,Male,106773.0,97.75,2023-10-20 19:16:58+03:00
9272,1895,72.0,Male,114005.0,806.39,2023-10-20 19:16:58+03:00
4197,865,61.0,Female,95536.0,821.94,2023-10-20 19:16:58+03:00
7876,1612,19.0,Male,55580.0,887.3,2023-10-20 19:16:58+03:00
8916,1822,32.0,Female,106574.0,1075.06,2023-10-20 19:16:58+03:00
8401,1712,68.0,Female,33385.0,420.4,2023-10-20 19:16:58+03:00
6962,1433,77.0,Female,35871.0,441.2,2023-10-20 19:16:58+03:00
975,205,29.0,Female,48628.0,121.98,2023-10-20 19:16:58+03:00
1692,353,67.0,Male,48578.0,602.78,2023-10-20 19:16:58+03:00
9508,1944,25.0,Male,91446.0,834.34,2023-10-20 19:16:58+03:00
1046,216,35.0,Female,87470.0,463.75,2023-10-20 19:16:58+03:00
7357,1512,36.0,Female,122173.0,775.92,2023-10-20 19:16:58+03:00
2545,521,38.0,Female,67059.0,632.04,2023-10-20 19:16:58+03:00
9033,1846,26.0,Female,60037.0,75.15,2023-10-20 19:16:58+03:00
4870,1010,80.0,Male,64127.0,848.77,2023-10-20 19:16:58+03:00
5941,1228,44.0,Male,122263.0,1063.89,2023-10-20 19:16:58+03:00
5196,1079,29.0,Male,100216.0,665.8,2023-10-20 19:16:58+03:00
7618,1566,31.0,Female,80531.0,77.67,2023-10-20 19:16:58+03:00
4341,894,22.0,Female,84121.0,160.45,2023-10-21 19:16:58+03:00
3145,649,54.0,Female,112364.0,1200.02,2023-10-21 19:16:58+03:00
2001,415,40.0,Male,115130.0,146.65,2023-10-21 19:16:58+03:00
5795,1199,28.0,Female,76503.0,702.99,2023-10-21 19:16:58+03:00
8923,1822,32.0,Female,106574.0,845.37,2023-10-21 19:16:58+03:00
5473,1139,23.0,Female,55694.0,542.27,2023-10-21 19:16:58+03:00
5769,1193,21.0,Male,54579.0,657.03,2023-10-21 19:16:58+03:00
8786,1793,59.0,Female,96300.0,43.85,2023-10-21 19:16:58+03:00
3638,753,27.0,Female,102512.0,61.75,2023-10-21 19:16:58+03:00
2256,462,39.0,Female,127997.0,1102.72,2023-10-21 19:16:58+03:00
3775,777,61.0,Female,71147.0,852.21,2023-10-21 19:16:58+03:00
7620,1566,31.0,Female,80531.0,630.34,2023-10-21 19:16:58+03:00
1480,308,29.0,Male,71310.0,332.05,2023-10-21 19:16:58+03:00
486,109,37.0,Male,124111.0,277.93,2023-10-21 19:16:58+03:00
9374,1917,37.0,Female,111725.0,1033.53,2023-10-21 19:16:58+03:00
4255,876,32.0,Male,86838.0,368.42,2023-10-21 19:16:58+03:00
829,177,22.0,Female,43376.0,179.32,2023-10-21 19:16:58+03:00
3483,720,67.0,Female,54796.0,106.55,2023-10-21 19:16:58+03:00
2506,512,37.0,Female,56956.0,452.68,2023-10-21 19:16:58+03:00
7401,1521,25.0,Female,114444.0,562.99,2023-10-21 19:16:58+03:00
8257,1687,36.0,Female,114856.0,284.42,2023-10-21 19:16:58+03:00
7646,1570,19.0,Male,121882.0,510.59,2023-10-21 19:16:58+03:00
3415,704,37.0,Female,60792.0,660.38,2023-10-21 19:16:58+03:00
5091,1056,31.0,Female,44603.0,812.38,2023-10-21 19:16:58+03:00
395,88,26.0,Female,83284.0,412.43,2023-10-21 19:16:58+03:00
4765,989,26.0,Female,42505.0,970.56,2023-10-21 19:16:58+03:00
7388,1519,31.0,Female,73203.0,747.84,2023-10-21 19:16:58+03:00
9311,1905,31.0,Male,81417.0,482.48,2023-10-21 19:16:58+03:00
6449,1328,20.0,Female,52140.0,133.03,2023-10-21 19:16:58+03:00
3193,660,27.0,Female,89436.0,773.36,2023-10-22 19:16:58+03:00
686,148,33.0,Female,101095.0,696.43,2023-10-22 19:16:58+03:00
9124,1862,49.0,Female,112524.0,1082.52,2023-10-22 19:16:58+03:00
9580,1959,31.0,Female,124028.0,1126.71,2023-10-22 19:16:58+03:00
1070,219,25.0,Female,47083.0,883.83,2023-10-22 19:16:58+03:00
9120,1860,21.0,Female,33196.0,358.03,2023-10-22 19:16:58+03:00
6815,1405,69.0,Female,116178.0,515.95,2023-10-22 19:16:58+03:00
8067,1650,76.0,Female,61415.0,910.46,2023-10-22 19:16:58+03:00
9114,1859,53.0,Female,46095.0,532.86,2023-10-22 19:16:58+03:00
9780,1996,32.0,Female,40388.0,264.98,2023-10-22 19:16:58+03:00
6073,1253,33.0,Female,74291.0,860.45,2023-10-22 19:16:58+03:00
8357,1706,51.0,Male,104030.0,574.01,2023-10-22 19:16:58+03:00
3099,641,34.0,Male,90206.0,42.02,2023-10-22 19:16:58+03:00
4703,972,28.0,Male,48230.0,276.42,2023-10-22 19:16:58+03:00
1431,296,42.0,Female,124015.0,1138.87,2023-10-22 19:16:58+03:00
7053,1449,33.0,Male,83145.0,682.72,2023-10-22 19:16:58+03:00
9261,1890,29.0,Male,103728.0,531.74,2023-10-22 19:16:58+03:00
721,154,29.0,Female,72103.0,778.6,2023-10-22 19:16:58+03:00
4093,844,24.0,Male,48054.0,53.94,2023-10-22 19:16:58+03:00
8924,1822,32.0,Female,106574.0,536.61,2023-10-22 19:16:58+03:00
860,182,34.0,Male,102658.0,631.18,2023-10-22 19:16:58+03:00
9025,1843,18.0,Male,53314.0,36.68,2023-10-22 19:16:58+03:00
8381,1709,69.0,Male,126887.0,623.33,2023-10-22 19:16:58+03:00
3348,692,64.0,Female,101099.0,1042.51,2023-10-22 19:16:58+03:00
5026,1044,40.0,Female,129683.0,1197.34,2023-10-22 19:16:58+03:00
7705,1581,22.0,Female,110905.0,1038.69,2023-10-22 19:16:58+03:00
3303,681,76.0,Female,48564.0,763.87,2023-10-22 19:16:58+03:00
9603,1962,35.0,Female,95218.0,714.21,2023-10-22 19:16:58+03:00
7191,1472,40.0,Female,126756.0,605.72,2023-10-22 19:16:58+03:00
7168,1467,49.0,Female,114045.0,155.32,2023-10-22 19:16:58+03:00
868,184,39.0,Female,36338.0,722.99,2023-10-22 19:16:58+03:00
6092,1258,62.0,Male,37743.0,235.03,2023-10-23 19:16:58+03:00
1673,348,71.0,Female,61315.0,277.92,2023-10-23 19:16:58+03:00
1063,219,25.0,Female,47083.0,337.18,2023-10-23 19:16:58+03:00
7610,1565,18.0,Female,75051.0,569.41,2023-10-23 19:16:58+03:00
4231,872,22.0,Female,41972.0,75.16,2023-10-23 19:16:58+03:00
6008,1242,30.0,Female,107057.0,417.17,2023-10-23 19:16:58+03:00
1346,279,35.0,Male,80539.0,32.47,2023-10-23 19:16:58+03:00
7562,1554,37.0,Female,119318.0,953.68,2023-10-23 19:16:58+03:00
3944,813,19.0,Male,92523.0,1111.17,2023-10-23 19:16:58+03:00
6416,1322,30.0,Female,76206.0,362.07,2023-10-23 19:16:58+03:00
7118,1459,58.0,Male,66498.0,320.66,2023-10-23 19:16:58+03:00
1434,296,42.0,Female,124015.0,1067.75,2023-10-23 19:16:58+03:00
799,172,28.0,Female,86497.0,322.01,2023-10-23 19:16:58+03:00
8347,1703,26.0,Female,38647.0,944.52,2023-10-23 19:16:58+03:00
5478,1139,23.0,Female,55694.0,717.11,2023-10-23 19:16:58+03:00
5052,1049,34.0,Female,94509.0,413.53,2023-10-23 19:16:58+03:00
269,65,34.0,Male,99339.0,375.18,2023-10-23 19:16:58+03:00
4,1,40.0,Female,119228.0,1247.51,2023-10-23 19:16:58+03:00
5906,1221,59.0,Female,118270.0,488.41,2023-10-23 19:16:58+03:00
6617,1363,23.0,Female,109731.0,912.54,2023-10-23 19:16:58+03:00
6200,1278,35.0,Female,92282.0,805.42,2023-10-23 19:16:58+03:00
3967,817,37.0,Female,123611.0,421.5,2023-10-23 19:16:58+03:00
3204,661,35.0,Female,81952.0,942.49,2023-10-23 19:16:58+03:00
8245,1685,39.0,Female,96958.0,10.77,2023-10-23 19:16:58+03:00
998,208,50.0,Male,128577.0,608.2,2023-10-23 19:16:58+03:00
4263,878,59.0,Female,97857.0,83.98,2023-10-24 19:16:58+03:00
9682,1977,33.0,Female,90619.0,680.18,2023-10-24 19:16:58+03:00
4574,949,20.0,Male,41555.0,448.63,2023-10-24 19:16:58+03:00
7882,1614,33.0,Male,61215.0,932.56,2023-10-24 19:16:58+03:00
719,154,29.0,Female,72103.0,564.33,2023-10-24 19:16:58+03:00
8871,1809,39.0,Female,126635.0,1318.4,2023-10-24 19:16:58+03:00
8549,1743,37.0,Female,126892.0,80.66,2023-10-24 19:16:58+03:00
2756,566,22.0,Male,54078.0,245.01,2023-10-24 19:16:58+03:00
7892,1615,25.0,Female,67226.0,367.57,2023-10-24 19:16:58+03:00
2893,590,24.0,Female,76042.0,181.0,2023-10-24 19:16:58+03:00
901,190,38.0,Female,122435.0,1255.25,2023-10-24 19:16:58+03:00
1761,367,19.0,Female,58035.0,608.13,2023-10-24 19:16:58+03:00
3724,768,31.0,Male,99719.0,1010.49,2023-10-24 19:16:58+03:00
713,153,30.0,Female,1015980.0,733.73,2023-10-24 19:16:58+03:00
3450,711,25.0,Male,66141.0,130.36,2023-10-24 19:16:58+03:00
2894,590,24.0,Female,76042.0,3.71,2023-10-24 19:16:58+03:00
4828,1004,18.0,Female,123620.0,677.33,2023-10-24 19:16:58+03:00
3989,820,65.0,Male,72371.0,37.72,2023-10-24 19:16:58+03:00
8906,1820,60.0,Female,74090.0,528.33,2023-10-24 19:16:58+03:00
3746,772,33.0,Male,106304.0,555.68,2023-10-24 19:16:58+03:00
704,151,39.0,Female,101801.0,11.57,2023-10-24 19:16:58+03:00
8801,1795,22.0,Male,53469.0,10.16,2023-10-24 19:16:58+03:00
6096,1258,62.0,Male,37743.0,474.15,2023-10-24 19:16:58+03:00
7717,1582,35.0,Female,128257.0,338.46,2023-10-24 19:16:58+03:00
6829,1407,29.0,Female,83906.0,761.5,2023-10-24 19:16:58+03:00
5963,1234,20.0,Male,96715.0,790.84,2023-10-24 19:16:58+03:00
816,174,19.0,Male,49834.0,128.8,2023-10-24 19:16:58+03:00
4736,980,33.0,Female,94330.0,1178.16,2023-10-24 19:16:58+03:00
1455,301,30.0,Female,104872.0,808.5,2023-10-24 19:16:58+03:00
8022,1640,22.0,Male,66096.0,858.43,2023-10-24 19:16:58+03:00
3605,744,39.0,Female,125918.0,129.76,2023-10-24 19:16:58+03:00
1377,285,33.0,Female,66378.0,263.41,2023-10-25 19:16:58+03:00
2503,512,37.0,Female,56956.0,608.9,2023-10-25 19:16:58+03:00
5350,1111,26.0,Female,108176.0,545.88,2023-10-25 19:16:58+03:00
6673,1376,42.0,Male,113805.0,1217.06,2023-10-25 19:16:58+03:00
628,139,19.0,Female,125584.0,1242.73,2023-10-25 19:16:58+03:00
9575,1958,38.0,Female,111121.0,438.61,2023-10-25 19:16:58+03:00
8857,1805,23.0,Female,35416.0,725.91,2023-10-25 19:16:58+03:00
9742,1989,29.0,Male,67085.0,844.88,2023-10-25 19:16:58+03:00
9195,1876,62.0,Female,102007.0,95.74,2023-10-25 19:16:58+03:00
5202,1079,29.0,Male,100216.0,866.13,2023-10-25 19:16:58+03:00
6084,1256,46.0,Female,127954.0,826.3,2023-10-25 19:16:58+03:00
1445,300,38.0,Male,121064.0,1187.88,2023-10-25 19:16:58+03:00
7302,1500,27.0,Male,127470.0,474.7,2023-10-25 19:16:58+03:00
7230,1482,44.0,Female,126974.0,1148.51,2023-10-25 19:16:58+03:00
4193,865,61.0,Female,95536.0,665.69,2023-10-25 19:16:58+03:00
3477,718,28.0,Male,81796.0,934.95,2023-10-25 19:16:58+03:00
6297,1302,39.0,Male,121543.0,919.34,2023-10-25 19:16:58+03:00
9028,1844,36.0,Male,116497.0,286.14,2023-10-25 19:16:58+03:00
7462,1534,62.0,Female,105724.0,420.66,2023-10-25 19:16:58+03:00
1971,410,29.0,Male,65934.0,163.29,2023-10-25 19:16:58+03:00
8876,1810,39.0,Female,127933.0,1288.75,2023-10-25 19:16:58+03:00
4083,842,23.0,Female,52701.0,54.59,2023-10-25 19:16:58+03:00
5497,1141,34.0,Female,94206.0,600.47,2023-10-25 19:16:58+03:00
4566,949,20.0,Male,41555.0,471.93,2023-10-25 19:16:58+03:00
2844,581,26.0,Male,93452.0,24.58,2023-10-25 19:16:58+03:00
8101,1655,31.0,Female,74521.0,964.21,2023-10-25 19:16:58+03:00
3959,815,19.0,Male,56532.0,752.67,2023-10-25 19:16:58+03:00
5506,1143,40.0,Male,42510.0,886.97,2023-10-25 19:16:58+03:00
6689,1378,31.0,Female,71635.0,821.19,2023-10-25 19:16:58+03:00
9257,1888,19.0,Male,64305.0,960.07,2023-10-25 19:16:58+03:00
1925,400,37.0,Female,121182.0,1113.08,2023-10-25 19:16:58+03:00
1352,280,49.0,Female,95127.0,850.58,2023-10-25 19:16:58+03:00
1277,260,33.0,Female,119611.0,615.55,2023-10-25 19:16:58+03:00
3061,630,46.0,Male,129815.0,1032.25,2023-10-26 19:16:58+03:00
6843,1410,50.0,Male,83772.0,360.82,2023-10-26 19:16:58+03:00
7816,1603,37.0,Female,129599.0,1343.36,2023-10-26 19:16:58+03:00
1258,255,40.0,Female,75551.0,1000.2,2023-10-26 19:16:58+03:00
2788,571,70.0,Female,122272.0,476.77,2023-10-26 19:16:58+03:00
4681,969,36.0,Female,127282.0,782.2,2023-10-26 19:16:58+03:00
4725,978,20.0,Female,108535.0,1173.6,2023-10-26 19:16:58+03:00
3721,767,20.0,Female,42406.0,399.24,2023-10-26 19:16:58+03:00
197,47,28.0,Female,99032.0,106.15,2023-10-26 19:16:58+03:00
9076,1852,19.0,Female,32228.0,498.84,2023-10-26 19:16:58+03:00
8494,1732,23.0,Male,53112.0,549.45,2023-10-26 19:16:58+03:00
9111,1859,53.0,Female,46095.0,533.79,2023-10-26 19:16:58+03:00
9704,1982,28.0,Male,61993.0,439.79,2023-10-26 19:16:58+03:00
5654,1169,40.0,Female,87617.0,643.59,2023-10-26 19:16:58+03:00
4872,1010,80.0,Male,64127.0,245.69,2023-10-26 19:16:58+03:00
1483,309,24.0,Female,38665.0,464.1,2023-10-26 19:16:58+03:00
7427,1526,74.0,Female,52410.0,708.12,2023-10-26 19:16:58+03:00
8091,1652,24.0,Male,37529.0,490.72,2023-10-26 19:16:58+03:00
1726,359,78.0,Male,52007.0,419.13,2023-10-26 19:16:58+03:00
5945,1229,31.0,Female,93904.0,1007.0,2023-10-26 19:16:58+03:00
1527,321,40.0,Female,129867.0,591.96,2023-10-26 19:16:58+03:00
5849,1208,18.0,Male,80486.0,581.84,2023-10-26 19:16:58+03:00
9440,1929,28.0,Male,120037.0,1249.89,2023-10-26 19:16:58+03:00
550,123,36.0,Female,128720.0,622.22,2023-10-26 19:16:58+03:00
1857,383,24.0,Female,57189.0,527.77,2023-10-26 19:16:58+03:00
1577,332,77.0,Female,124868.0,272.93,2023-10-26 19:16:58+03:00
4068,838,39.0,Female,117431.0,47.29,2023-10-26 19:16:58+03:00
9562,1954,39.0,Female,112539.0,1382.48,2023-10-26 19:16:58+03:00
1880,389,19.0,Female,113177.0,853.94,2023-10-26 19:16:58+03:00
937,199,44.0,Female,85616.0,1132.76,2023-10-26 19:16:58+03:00
1674,348,71.0,Female,61315.0,985.68,2023-10-26 19:16:58+03:00
7049,1449,33.0,Male,83145.0,160.02,2023-10-27 19:16:58+03:00
5006,1039,21.0,Male,61434.0,585.55,2023-10-27 19:16:58+03:00
8163,1665,23.0,Female,125664.0,1392.01,2023-10-27 19:16:58+03:00
1746,362,36.0,Female,108884.0,555.75,2023-10-27 19:16:58+03:00
4892,1015,30.0,Female,94510.0,679.99,2023-10-27 19:16:58+03:00
2669,549,22.0,Female,101906.0,801.84,2023-10-27 19:16:58+03:00
4000,823,25.0,Female,113511.0,152.52,2023-10-27 19:16:58+03:00
1303,269,25.0,Female,35161.0,940.93,2023-10-27 19:16:58+03:00
425,96,21.0,Female,94983.0,304.07,2023-10-27 19:16:58+03:00
849,180,48.0,Female,100465.0,980.79,2023-10-27 19:16:58+03:00
6791,1400,24.0,Male,43275.0,120.01,2023-10-27 19:16:58+03:00
4115,850,30.0,Female,108470.0,1019.73,2023-10-27 19:16:58+03:00
7731,1586,34.0,Male,91036.0,302.0,2023-10-27 19:16:58+03:00
1116,232,51.0,Male,81203.0,1185.2,2023-10-27 19:16:58+03:00
5897,1218,24.0,Female,62183.0,925.69,2023-10-27 19:16:58+03:00
9775,1996,32.0,Female,40388.0,260.18,2023-10-27 19:16:58+03:00
1991,414,18.0,Male,56465.0,746.16,2023-10-27 19:16:58+03:00
7334,1508,19.0,Female,47121.0,770.62,2023-10-27 19:16:58+03:00
1980,411,31.0,Female,72565.0,280.58,2023-10-27 19:16:58+03:00
4667,967,55.0,Male,98667.0,807.35,2023-10-27 19:16:58+03:00
9201,1877,40.0,Female,102997.0,432.94,2023-10-27 19:16:58+03:00
5675,1175,21.0,Male,85888.0,812.36,2023-10-27 19:16:58+03:00
8429,1717,31.0,Female,75528.0,211.7,2023-10-27 19:16:58+03:00
3316,684,20.0,Male,120877.0,754.45,2023-10-27 19:16:58+03:00
299,69,36.0,Female,108669.0,850.15,2023-10-27 19:16:58+03:00
9544,1951,28.0,Male,105118.0,431.76,2023-10-27 19:16:58+03:00
5757,1192,25.0,Female,74090.0,1191.33,2023-10-27 19:16:58+03:00
4683,969,36.0,Female,127282.0,229.17,2023-10-27 19:16:58+03:00
1545,325,35.0,Male,128021.0,1268.55,2023-10-27 19:16:58+03:00
8477,1729,34.0,Female,94283.0,70.25,2023-10-27 19:16:58+03:00
451,101,36.0,Female,112388.0,802.62,2023-10-28 19:16:58+03:00
5979,1237,29.0,Female,83834.0,486.8,2023-10-28 19:16:58+03:00
4615,956,65.0,Female,74557.0,661.12,2023-10-28 19:16:58+03:00
2653,546,60.0,Female,70253.0,480.64,2023-10-28 19:16:58+03:00
351,81,73.0,Female,82103.0,681.64,2023-10-28 19:16:58+03:00
6517,1345,65.0,Female,84729.0,943.35,2023-10-28 19:16:58+03:00
2641,543,34.0,Female,100519.0,709.74,2023-10-28 19:16:58+03:00
4105,848,34.0,Male,56263.0,332.06,2023-10-28 19:16:58+03:00
1686,352,46.0,Female,77305.0,798.52,2023-10-28 19:16:58+03:00
1202,247,21.0,Male,48225.0,445.67,2023-10-28 19:16:58+03:00
6455,1330,34.0,Female,102294.0,648.65,2023-10-28 19:16:58+03:00
9118,1860,21.0,Female,33196.0,624.61,2023-10-28 19:16:58+03:00
9119,1860,21.0,Female,33196.0,826.63,2023-10-28 19:16:58+03:00
2627,540,33.0,Female,97710.0,119.28,2023-10-28 19:16:58+03:00
9169,1871,32.0,Female,124066.0,432.48,2023-10-28 19:16:58+03:00
636,141,26.0,Male,103265.0,1134.8,2023-10-28 19:16:58+03:00
782,166,58.0,Female,126789.0,67.48,2023-10-28 19:16:58+03:00
8909,1820,60.0,Female,74090.0,430.21,2023-10-28 19:16:58+03:00
2285,467,28.0,Female,34859.0,974.88,2023-10-28 19:16:58+03:00
4036,833,54.0,Female,89396.0,770.78,2023-10-28 19:16:58+03:00
2600,534,28.0,Female,101965.0,65.12,2023-10-28 19:16:58+03:00
1298,269,25.0,Female,35161.0,832.19,2023-10-28 19:16:58+03:00
2727,561,36.0,Male,128500.0,629.15,2023-10-28 19:16:58+03:00
3162,654,38.0,Female,113977.0,778.9,2023-10-28 19:16:58+03:00
3118,645,36.0,Female,129045.0,408.98,2023-10-28 19:16:58+03:00
4494,935,27.0,Male,101286.0,621.23,2023-10-28 19:16:58+03:00
235,57,32.0,Male,100664.0,394.6,2023-10-29 19:16:58+03:00
